"DATASET";"DOELGROEP";"SUBDOELGROEP";"CODE_EMISSIEOORZAAK";"EMISSIEOORZAAK";"COMPARTIMENT";"STOFCODE";"STOF";"EENHEID";1990;1995;2000;2005;2010;2013;2014;2015
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T103100";"SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten";"Lucht";"109";"Koperverb. (als Cu)";"kg";5.02501;4.87479;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T103900";"SBI 49-53 (per bedrijf): Transport, communicatie";"Lucht";"109";"Koperverb. (als Cu)";"kg";12.9382;3.67556;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"T107001";"SBI 84.1 (per bedrijf): Openbaar bestuur";"Lucht";"109";"Koperverb. (als Cu)";"kg";361;11.7;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107400";"SBI 68-82 (per bedrijf): Verhuur en zakelijke dienstverlening (niet financieel)";"Lucht";"109";"Koperverb. (als Cu)";"kg";0.0163011;3.7369E-07;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107500";"SBI 45 (per bedrijf): Handel en reparatie van auto's en motorfietsen";"Lucht";"109";"Koperverb. (als Cu)";"kg";0.615263;9;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"T111201";"SBI 38.2 (per bedrijf): Behandeling van afval";"Lucht";"109";"Koperverb. (als Cu)";"kg";1255.2;239.065;;10.7;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Transport en distributie olie en gas";"T112200";"SBI 19.202 (per bedrijf): Aardolieverwerking, excl. raffinage";"Lucht";"109";"Koperverb. (als Cu)";"kg";4.23204;1.44454;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T151100";"SBI 46/47 (per bedrijf): Detail- en groothandel";"Lucht";"109";"Koperverb. (als Cu)";"kg";0.64676;1.05218;;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"0020401";"SBI 41-43: Bouwnijverheid";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.107033;0.00915276;;;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0259900";"Zeeschepen varend";"Lucht";"110";"Kwikverb. (als Hg)";"kg";2.88297;2.97935;3.72568;3.01751;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0279900";"Zeeschepen varend NCP";"Lucht";"110";"Kwikverb. (als Hg)";"kg";26.7217;27.4253;33.406;28.5034;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0340100";"Stilliggende schepen";"Lucht";"110";"Kwikverb. (als Hg)";"kg";1.47159;1.52079;2.37426;2.68378;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8900200";"SBI 10-12: Voedings- & genotmiddelenindustrie";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.307089;;;0.107056;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8900300";"SBI 13/14: Vervaardiging van textiel en kleding";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0334897;0.00521538;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"8900600";"SBI 17.1/17.2: Vervaardiging van pulp, papier, karton, papier- en kartonwaren";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.137631;0.0117705;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902100";"SBI 25: Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0739051;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902200";"SBI 28: Machinebouw";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.302894;0.0088559;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8910600";"SBI 10.9: Diervoederindustrie";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00230926;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8911500";"SBI 13.93: Vervaardiging van vloerkleden en tapijt";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00760038;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"8911900";"SBI 16.1: Primaire houtbewerking en verduurzamen van hout";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00087438;;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"8913000";"SBI 20.13: Basischemie anorganisch";"Lucht";"110";"Kwikverb. (als Hg)";"kg";10;10;195;10;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"8913200";"SBI 20.3: Vervaardiging van verf, lak, vernis, inkt en mastiek";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0008968;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914200";"SBI 23.32: Vervaardiging van bakstenen en dakpannen";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00161424;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8915000";"SBI 25-33/95: Metalelektro (exclusief SBI 30.1/33.15)";"Lucht";"110";"Kwikverb. (als Hg)";"kg";29;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8915300";"SBI 26/31/32: Vervaardiging van electronische aparaten en meubels";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.154485;0.0035872;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8920100";"SBI 24.4/24.53/24.54: Vervaardiging en gieten van lichte en overige non-ferrometalen";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0038114;0.0110979;;;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"8920400";"SBI 35: Productie en distributie van elektriciteit en gas";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.238213;170;44;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"8921804";"SBI 38.2/84.1: Behandeling van afval inclusief gemeentelijke AVI's";"Lucht";"110";"Kwikverb. (als Hg)";"kg";397.25;86.04;194.53;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"8922701";"SBI 08: Winning van delfstoffen (geen olie en gas)";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0765643;0.0076228;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8924407";"SBI 24.1-24.3/24.51/24.52: Basismetaal ijzer en staal";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0016815;5;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T100201";"SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.464255;0.107501;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Lederindustrie";"T100400";"SBI 15 (per bedrijf): Lederindustrie en bontbereiding";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0773714;;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"T100701";"SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten, bedr. 62";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00085196;61.1756;1;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T101300";"SBI 52.10/52.24 (per bedrijf): Laad-, los- en overslagactiviteiten en opslag";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00098648;;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T101702";"SBI 20.5 (per bedrijf): Overige chemische producten";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.44;;;;;;;
"ER Reeks 1990-2014 Definitief";"Raffinaderijen";"Raffinage en verwerking";"T102201";"SBI 19.201 (per bedrijf): Aardolieraffinage";"Lucht";"110";"Kwikverb. (als Hg)";"kg";60.4926;74.2908;7.5;0.03;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T102300";"SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00923704;0.0104477;5;;;0.067;0.064;0.064
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"T102500";"SBI 20.13 (per bedrijf): Basischemie anorganisch";"Lucht";"110";"Kwikverb. (als Hg)";"kg";423;252.2;;42;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie kunstmeststoffen";"T102700";"SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0222326;0.000621073;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie bestrijdingsmiddelen";"T102900";"SBI 20.2 (per bedrijf): Chemische bestrijdingsmiddelenindustrie";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.215636;0.123086;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T103100";"SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.301482;0.292469;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T103900";"SBI 49-53 (per bedrijf): Transport, communicatie";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.776241;0.22052;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T105500";"SBI 10.9 (per bedrijf): Diervoederindustrie";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0005605;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T105600";"SBI 10.8 (per bedrijf): Overige voedingsmiddelenindustrie (exclusief SBI 10.81 en 10.82)";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00105374;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"T106000";"SBI 22.1 (per bedrijf): Vervaardiging van producten van rubber";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0017936;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"T106100";"SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0635364;0.00317691;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106200";"SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00260072;0.00260072;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106300";"SBI 28 (per bedrijf): Machinebouw";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0380467;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106700";"SBI 30 (per bedrijf): Overige transportmiddelen (exclusief SBI 30.1)";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0080712;;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"T107001";"SBI 84.1 (per bedrijf): Openbaar bestuur";"Lucht";"110";"Kwikverb. (als Hg)";"kg";89.036;2.1;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107400";"SBI 68-82 (per bedrijf): Verhuur en zakelijke dienstverlening (niet financieel)";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.000978005;2.242E-08;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107500";"SBI 45 (per bedrijf): Handel en reparatie van auto's en motorfietsen";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0369135;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T108400";"SBI 30.1 (per bedrijf): Scheepsbouw";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.0153801;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"T109000";"SBI 16 (per bedrijf): Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00011214;;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"T111201";"SBI 38.2 (per bedrijf): Behandeling van afval";"Lucht";"110";"Kwikverb. (als Hg)";"kg";1246.71;118.961;;4.3;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Transport en distributie olie en gas";"T112200";"SBI 19.202 (per bedrijf): Aardolieverwerking, excl. raffinage";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.253907;0.0866668;;1.3;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T137300";"SBI 26/27 (per bedrijf): Elektrotechnische industrie";"Lucht";"110";"Kwikverb. (als Hg)";"kg";6.655;15.008;0.601;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T151100";"SBI 46/47 (per bedrijf): Detail- en groothandel";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.00151478;0.0607171;;;;0.59;1.122;1.122
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"T151301";"SBI 39 (per bedrijf): Sanering en overig afvalbeheer";"Lucht";"110";"Kwikverb. (als Hg)";"kg";0.088;2.35277;0.033;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"0020401";"SBI 41-43: Bouwnijverheid";"Lucht";"111";"Loodverb. (als Pb)";"kg";10.8282;7.1988;;;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0259900";"Zeeschepen varend";"Lucht";"111";"Loodverb. (als Pb)";"kg";8.6489;8.93804;11.177;9.05252;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0279900";"Zeeschepen varend NCP";"Lucht";"111";"Loodverb. (als Pb)";"kg";80.1652;82.2758;100.218;85.5101;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0340100";"Stilliggende schepen";"Lucht";"111";"Loodverb. (als Pb)";"kg";4.41477;4.56236;7.12279;8.05135;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8900200";"SBI 10-12: Voedings- & genotmiddelenindustrie";"Lucht";"111";"Loodverb. (als Pb)";"kg";10.3025;;;1.78437;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8900300";"SBI 13/14: Vervaardiging van textiel en kleding";"Lucht";"111";"Loodverb. (als Pb)";"kg";20.2992;0.21848;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"8900600";"SBI 17.1/17.2: Vervaardiging van pulp, papier, karton, papier- en kartonwaren";"Lucht";"111";"Loodverb. (als Pb)";"kg";2.64148;0.196187;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902100";"SBI 25: Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"111";"Loodverb. (als Pb)";"kg";1.23183;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902200";"SBI 28: Machinebouw";"Lucht";"111";"Loodverb. (als Pb)";"kg";5.04855;0.147608;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8910600";"SBI 10.9: Diervoederindustrie";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.0384901;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8911500";"SBI 13.93: Vervaardiging van vloerkleden en tapijt";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.126681;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"8911900";"SBI 16.1: Primaire houtbewerking en verduurzamen van hout";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.0145739;;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"8912600";"SBI 20.12: Vervaardiging van kleur- en verfstoffen";"Lucht";"111";"Loodverb. (als Pb)";"kg";103.944;122.284;539.824;25;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"8912900";"SBI 20.149: Basischemie organisch (geen petrochemische producten)";"Lucht";"111";"Loodverb. (als Pb)";"kg";211;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914100";"SBI 23.2-23.4: Vervaardiging van keramische producten";"Lucht";"111";"Loodverb. (als Pb)";"kg";10;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914200";"SBI 23.32: Vervaardiging van bakstenen en dakpannen";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.0269057;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914500";"SBI 23.9: Vervaardiging van overige niet-metaalhoudende minerale producten";"Lucht";"111";"Loodverb. (als Pb)";"kg";29.436;58.464;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8915300";"SBI 26/31/32: Vervaardiging van electronische aparaten en meubels";"Lucht";"111";"Loodverb. (als Pb)";"kg";2.75579;0.0597904;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8919200";"SBI 24.3: Overige eerste verwerking van ijzer en staal";"Lucht";"111";"Loodverb. (als Pb)";"kg";212;68;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8920100";"SBI 24.4/24.53/24.54: Vervaardiging en gieten van lichte en overige non-ferrometalen";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.0635273;0.184977;;;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"8920400";"SBI 35: Productie en distributie van elektriciteit en gas";"Lucht";"111";"Loodverb. (als Pb)";"kg";3.97046;;;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"8922701";"SBI 08: Winning van delfstoffen (geen olie en gas)";"Lucht";"111";"Loodverb. (als Pb)";"kg";1.27615;0.127055;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8924407";"SBI 24.1-24.3/24.51/24.52: Basismetaal ijzer en staal";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.0280268;860;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T100201";"SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie";"Lucht";"111";"Loodverb. (als Pb)";"kg";30.1464;2.53178;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Lederindustrie";"T100400";"SBI 15 (per bedrijf): Lederindustrie en bontbereiding";"Lucht";"111";"Loodverb. (als Pb)";"kg";1.2896;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"T100600";"SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.895925;;;2.106;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"T100701";"SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten, bedr. 62";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.0142002;25.5267;1;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T100801";"SBI 23.51 (per bedrijf): Vervaardiging van cement";"Lucht";"111";"Loodverb. (als Pb)";"kg";60.45;;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T101300";"SBI 52.10/52.24 (per bedrijf): Laad-, los- en overslagactiviteiten en opslag";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.0164424;;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T101702";"SBI 20.5 (per bedrijf): Overige chemische producten";"Lucht";"111";"Loodverb. (als Pb)";"kg";377;;;;;;;
"ER Reeks 1990-2014 Definitief";"Raffinaderijen";"Raffinage en verwerking";"T102201";"SBI 19.201 (per bedrijf): Aardolieraffinage";"Lucht";"111";"Loodverb. (als Pb)";"kg";1008.27;1244.26;12;1.1;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"T102400";"SBI 20.12 (per bedrijf): Vervaardiging van kleur- en verfstoffen";"Lucht";"111";"Loodverb. (als Pb)";"kg";2597.31;1017.44;;230;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie kunstmeststoffen";"T102700";"SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.370566;0.0103519;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie bestrijdingsmiddelen";"T102900";"SBI 20.2 (per bedrijf): Chemische bestrijdingsmiddelenindustrie";"Lucht";"111";"Loodverb. (als Pb)";"kg";3.59415;2.05156;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T103100";"SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten";"Lucht";"111";"Loodverb. (als Pb)";"kg";5.02501;4.87479;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T103900";"SBI 49-53 (per bedrijf): Transport, communicatie";"Lucht";"111";"Loodverb. (als Pb)";"kg";12.9382;3.67556;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T104300";"SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.671521;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T104501";"SBI 23.9 (per bedrijf): Vervaardiging van overige niet-metaalhoudende minerale producten";"Lucht";"111";"Loodverb. (als Pb)";"kg";75.0206;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T105500";"SBI 10.9 (per bedrijf): Diervoederindustrie";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.00934225;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T105600";"SBI 10.8 (per bedrijf): Overige voedingsmiddelenindustrie (exclusief SBI 10.81 en 10.82)";"Lucht";"111";"Loodverb. (als Pb)";"kg";0.0175634;;;;;;;
